	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	NA	NA	NA	NA	NA	NA
ENSG00000187688.15	2.44818136583485	-1.00207086082708	2.02051410945081	10.2237099016056	0.0167571766609365	0.0318415610476738	chr17	16415570	16437003	+	NA	TRPV2
MSTRG.22592	3.32195338745561	1.01331177978469	1.00376228846879	10.2222998715883	0.0167680166890868	0.0318596308527233	chr6	13290017	13290490	-	NA	AL008729.2
ENSG00000260823.1	1.70926562073579	4.4412093164278	1.91685038237939	10.2215080881099	0.0167741067853238	0.0318686735227994	chr16	56609500	56611375	-	NA	AC026461.3
MSTRG.25111	19.1854499920403	1.34628325935572	0.541133103667358	10.2175791048945	0.016804359221224	0.0319236164943617	chr7	150379853	150383885	-	NA	AC073111.1
MSTRG.22272	3911.08203567931	0.211592871186218	0.15208785522628	10.2159592787814	0.0168168471962308	0.0319448058829877	chr5	160009112	160065543	+	NA	TTC1
ENSG00000152463.15	5.33760247257285	-2.46401988905733	1.57918098508357	10.2117706761425	0.0168491813684976	0.0320036881930709	chr10	15032226	15073853	+	NA	OLAH
MSTRG.4245	82.8112869999524	0.101181997653789	0.279302496862861	10.2112980772082	0.0168528334611812	0.0320080861406603	chr10	125700435	125752110	-	NA	EDRF1-DT
MSTRG.3035	20.9458775401606	-1.47616187887245	0.474377109821225	10.2099944195574	0.0168629117449782	0.032024687496649	chr1	235127802	235127937	-	NA	SNORA14B
MSTRG.16743	813.611454802037	0.355721458406458	0.489944264104241	10.2090459737964	0.0168702476904239	0.0320360786038771	chr2	234222837	234224514	+	NA	AC122134.1
ENSG00000142512.15	14.2250677067925	-1.36653812584133	0.784183408471427	10.2075255077672	0.0168820145920062	0.0320558814860186	chr19	51410019	51417803	-	NA	SIGLEC10
MSTRG.13615	84.1330007373116	-0.142382622026917	0.317234246553526	10.2043440675699	0.0169066619106814	0.0321001368627638	chr19	1228286	1238027	-	NA	CBARP
MSTRG.6828	149.690533311952	-0.0649839097864703	0.284666308375454	10.2031680739211	0.0169157815487512	0.0321149056502336	chr12	94423743	94424969	-	NA	RBMS2P1
ENSG00000157214.14	10.7517685965112	1.24125620030968	1.0586386196515	10.1989277119709	0.0169487050525576	0.0321748605667152	chr7	90167589	90238137	+	NA	STEAP2
MSTRG.23575	2038.82004800559	0.333345570486742	0.165669056724818	10.1978081919833	0.0169574078684791	0.0321888298706778	chr6	135283531	135497765	-	NA	AHI1
MSTRG.13031	15.145907859172	0.597856681289712	0.691728179525512	10.1951916810847	0.0169777649900553	0.0322249176008135	chr17	82214226	82217352	+	NA	AC132872.2
MSTRG.24321	177.21136071638	0.133974301422029	0.180683587661592	10.1918718997612	0.0170036283306908	0.032271449949015	chr7	65038353	65074713	+	NA	CCT6P3
MSTRG.24356	4479.4629888906	-0.421360717549734	0.142718356832131	10.1898145968611	0.0170196755536129	0.0322993462360765	chr7	66987679	66995587	-	NA	SBDS
MSTRG.3501	11.9627144066073	1.39058449457214	0.647340004602771	10.1892105199299	0.0170243902581772	0.032305733348309	chr10	46759018	46786770	-	NA	GLUD1P2
MSTRG.11566	15.1262916873905	1.4367846168939	0.586978286096644	10.1865597957668	0.0170450938403911	0.0323424577735345	chr17	8023893	8024566	None	NA	NA
MSTRG.8076	5.93072681003909	-0.10442577536652	1.04322766832892	10.1844934674596	0.017061250149179	0.0323705487736502	chr14	34939323	34940332	+	NA	IGBP1P1
MSTRG.22422	1522.95422820071	0.447782552462658	0.141030258113507	10.1821532340529	0.0170795662682344	0.0324027328362495	chr5	178602663	178630615	-	NA	CLK4
MSTRG.12781	3122.88659643345	0.402199424374536	0.158874758249969	10.1816309781488	0.0170836564055829	0.0324079249218163	chr17	72290090	72640472	-	NA	LINC00511
ENSG00000140511.12	58.7073218943029	-0.595304711535983	0.317353744930385	10.1803214700408	0.0170939162807831	0.0324248193329874	chr15	88877293	88895597	-	NA	HAPLN3
MSTRG.8235	4012.46256882537	-0.0878693779167504	0.108152958291172	10.1780671467036	0.0171115928929805	0.0324557784883415	chr14	52730165	52774989	+	NA	STYX
ENSG00000262921.1	2.78606352428495	-0.337323685726194	1.17738836229641	10.1726416384455	0.0171542091438469	0.0325340323268302	chr17	4565751	4571760	+	NA	AC118754.2
ENSG00000240914.1	35.8552827406441	0.345287581553187	0.394594443439567	10.1723358294911	0.0171566143151345	0.0325360169787131	chr14	94800848	94801463	-	NA	RPL15P2
MSTRG.261	26.9443191306174	0.745294004977092	0.567519238007484	10.1719191730076	0.017159891830125	0.0325396555087244	KI270853.1	1985896	1987990	+	NA	NA
MSTRG.9470	647.669530494053	-0.538335109622153	0.262291948634879	10.1706000287161	0.0171702725813818	0.0325567619949139	chr15	64358540	64363472	-	NA	NA
ENSG00000149922.11	22.5233026230507	-0.436586851323431	0.552115827984787	10.168117096217	0.0171898282931286	0.0325912611486348	chr16	30085792	30091924	-	NA	TBX6
MSTRG.24110	1889.0258734441	-0.281070112029687	0.130309227636512	10.1635591680835	0.0172257838075291	0.0326568457806264	chr7	30284596	30412502	+	NA	ZNRF2
MSTRG.27792	71.1902065148876	-0.34333172479489	0.297088931142127	10.1612670359485	0.0172438933797037	0.0326885901575668	chrX	68070519	68071767	-	NA	AL158201.1
ENSG00000217644.5	3.02558449484675	4.47881545139785	1.62303372663426	10.1609840393412	0.0172461305643394	0.0326902432117209	chr1	32979946	32980472	+	NA	AL355864.1
MSTRG.9430	5827.85959358952	-0.196045124784276	0.10661517427746	10.1593894002227	0.0172587420665265	0.0327104150972661	chr15	63189559	63267776	+	NA	RAB8B
MSTRG.18972	2537.95153460426	0.191825334326874	0.119941792281216	10.1592930324196	0.0172595044998729	0.0327104150972661	chr3	53864520	53882152	-	NA	NA
ENSG00000175170.16	1.73510838755424	4.75237883579643	1.77779429728053	10.1561809620571	0.0172841440870355	0.0327545199674068	chr20	25762383	25868225	-	NA	FAM182B
ENSG00000175564.13	35.1815021187124	-1.23863302604094	0.412501802740436	10.155553176077	0.0172891187271798	0.0327613545177691	chr11	74000276	74009085	-	NA	UCP3
MSTRG.24902	42241.9562216887	-0.112144468285189	0.102552698258224	10.152907930595	0.017310095391746	0.0327985080116118	chr7	132784869	133082090	-	NA	CHCHD3
MSTRG.25662	3731.63570504842	-0.565676078358892	0.178410788926046	10.1514524896885	0.0173216476366516	0.0328173190667535	chr8	66921683	66926398	-	NA	SNHG6
MSTRG.3116	97.868420761853	-1.02929806937734	0.322560866295202	10.1513118592828	0.0173227642614117	0.0328173190667535	chr1	247042790	247044021	+	NA	AL512637.1
ENSG00000225805.4	14.5352770666201	-0.233476651136372	0.594791756113337	10.1488277658936	0.0173424999764784	0.0328521085702675	chr11	71878452	71884561	+	NA	DEFB131B
MSTRG.7463	3.2824812674583	3.89927061619517	1.84178672845991	10.1432540163257	0.0173868630009827	0.0329335406914675	chr13	36740040	36740863	+	NA	GAPDHP34
MSTRG.25098	8.96743890791638	-2.0170809982572	0.918886514237959	10.1422903040507	0.0173945447622237	0.0329454851598678	chr7	149858399	149862492	-	NA	AC004877.1
MSTRG.27885	3909.1110796221	-0.221688548693788	0.142389565882708	10.1400842231477	0.0174121420236237	0.0329762063348382	chrX	85003876	85093316	+	NA	APOOL
MSTRG.26494	123.090295791948	-0.161651550939689	0.284304415371157	10.1398898769647	0.0174136931049538	0.0329765357921094	chr9	33598973	33599595	None	NA	NA
MSTRG.19803	1.57595970161678	-0.114648360919434	2.68746574791898	10.1335002889714	0.0174647642846102	0.0330706346322375	chr3	175234860	175271096	-	NA	NAALADL2-AS2
MSTRG.26240	30.8010183145683	0.396589444564483	0.531453355913907	10.1248581056964	0.0175340745588539	0.0331992527386981	chr8	144423600	144428563	-	NA	VPS28
MSTRG.24887	1582.64690614633	0.0970584638291149	0.112348126831358	10.1198383109877	0.0175744573900615	0.0332730832275784	chr7	129611719	129757082	+	NA	NRF1
MSTRG.19430	11439.013214767	-0.409775955010861	0.133201963028648	10.1194166752593	0.0175778534906485	0.0332768819422144	chr3	129249567	129277820	+	NA	NA
ENSG00000273004.1	46.2265393810384	0.149036792857358	0.315981764142961	10.1165179655359	0.0176012188665199	0.0333184811840068	chr1	185317778	185318530	+	NA	AL078644.1
MSTRG.15080	11469.6773211202	0.191281766979546	0.126713671437176	10.116208709231	0.0176037134638373	0.0333186775240291	chr2	26243169	26290465	+	NA	HADHB
MSTRG.14691	3.94488929567952	-1.23630596718666	1.13562141737357	10.1161601240025	0.0176041054052458	0.0333186775240291	chr19	49060612	49061132	+	NA	AC008687.2
MSTRG.26771	14.6535062236016	2.14876752160779	0.76293344387612	10.1144614274844	0.017617814338488	0.0333419886311099	chr9	91426237	91427144	+	NA	AL353764.1
MSTRG.9641	8342.75137798042	-0.278724280829884	0.128438884037277	10.1120741418389	0.0176370981123499	0.0333758456929296	chr15	76931737	76954393	+	NA	RCN2
ENSG00000104490.18	21.8144745188213	0.451756993169322	0.986474281101639	10.1115670482575	0.0176411969329936	0.0333809641847067	chr8	101686541	102124907	-	NA	NCALD
ENSG00000172156.4	2.74436062407739	-2.27247809898051	1.97143278394287	10.110888286351	0.017646684808899	0.0333887100532472	chr17	34285741	34288334	+	NA	CCL11
MSTRG.17054	4.9063749101339	-2.69801386007177	1.13708619132768	10.1085770090451	0.0176653843704703	0.0334214501173487	chr20	30403122	30403384	-	NA	MLLT10P1
ENSG00000028277.21	28.9477516767176	-0.333755549908252	0.422588062936707	10.1044256586627	0.0176990201158592	0.0334824408037893	chr19	42086109	42196585	-	NA	POU2F2
ENSG00000163297.17	200.740543643242	-0.326480461241294	0.362655589812314	10.103220477907	0.0177087967153273	0.0334982894498165	chr4	79901145	80125454	-	NA	ANTXR2
MSTRG.10036	28.5113861283278	0.92772478594387	0.703844773133067	10.100750082042	0.0177288535213096	0.033533580286041	chr16	1333637	1349441	+	NA	BAIAP3
MSTRG.10633	3.1633878339234	-0.137604791404973	2.38979649742013	10.0994103937802	0.0177397396052641	0.0335515207793739	chr16	29038654	29052726	+	NA	NPIPB10P
MSTRG.12596	1280.45341202387	-0.262253977391093	0.158537335550988	10.0989061518348	0.017743838693536	0.0335566230734018	chr17	59859478	59892945	-	NA	TUBD1
MSTRG.2406	30.7053465177117	-1.00644457231183	0.392026948240896	10.0979839626095	0.0177513377717623	0.0335681540142636	chr1	162593102	162593754	+	NA	AL596325.2
MSTRG.1995	263.517815352808	-0.275874176267001	0.385014580020758	10.0964668502852	0.017763681438785	0.033588843630223	chr1	145233000	145235626	+	NA	NA
MSTRG.23160	509.494697927145	-0.690286265669088	0.22842621475563	10.0960496617859	0.0177670772848506	0.0335926121328885	chr6	72621791	73198851	+	NA	KCNQ5
MSTRG.2940	3578.88175181236	-0.101770575982171	0.192192704634949	10.0937314607451	0.0177859586919469	0.0336256566269825	chr1	226144678	226186741	-	NA	ACBD3
MSTRG.9001	77.1997657699547	-0.357645522917299	0.308805679750246	10.0924399365587	0.0177964865224359	0.0336429041024908	chr15	41163161	41164374	+	NA	CIBAR1P1
MSTRG.279	5.72761716473162	-2.75526651314769	1.14770518661304	10.089791132493	0.0178180973609507	0.0336810987847588	KI270857.1	721506	731306	+	NA	NA
MSTRG.15553	407.861851082045	0.54428137133479	0.204287613926598	10.0870070924639	0.0178408393613917	0.0337214254754035	chr2	74118487	74135640	+	NA	NA
MSTRG.11923	440.538111915882	-0.169884076662443	0.227811564020664	10.086783931065	0.0178426635358564	0.0337222116045476	chr17	30709298	30790908	+	NA	SUZ12P1
MSTRG.27228	5.77016683779622	-0.874935693513572	1.14652290166059	10.0851872260313	0.0178557207341664	0.0337442260832097	chr9	130933850	130945520	+	NA	AL161733.1
MSTRG.6318	67.8743815203001	0.880082939012232	0.300143707758952	10.0836615872435	0.0178682055579456	0.0337651554837882	chr12	49127781	49188484	+	NA	NA
MSTRG.21818	27.4376638146667	0.367703730033625	0.452335161292119	10.0822482685487	0.0178797788855372	0.0337843592829696	chr5	98929170	98995013	+	NA	LINC02062
MSTRG.9673	15205.9027689902	0.225750992869381	0.0988474450787831	10.0782455629861	0.0179125960873077	0.0338436977991692	chr15	78437430	78501453	+	NA	IREB2
MSTRG.24610	414.178511615873	-0.204313776581021	0.161043329571097	10.0770360611623	0.0179225241414879	0.0338597840703802	chr7	100049773	100065040	+	NA	ZSCAN21
ENSG00000152977.10	199.181902700362	-0.0500520817475845	0.181869617803485	10.0755446543803	0.0179347736277239	0.0338802531784062	chr3	147393421	147510293	+	NA	ZIC1
ENSG00000287084.1	3.12444914903934	-5.25402992756035	1.74879295089368	10.070180477426	0.0179788997134537	0.0339609318086584	chr6	142671979	142681267	+	NA	AL355337.1
MSTRG.14107	1334.66948876961	-0.234960069473239	0.199443513612628	10.0661384639043	0.0180122200883185	0.0340211880608041	chr19	17334919	17342731	+	NA	GTPBP3
MSTRG.15504	553.595990442668	-0.269405526493518	0.184457079787522	10.0652277902165	0.0180197356105758	0.0340326988666967	chr2	71109683	71130239	-	NA	MCEE
ENSG00000077984.6	5.61132333937818	-0.237700223350156	1.25001551143105	10.0635108388656	0.0180339134913549	0.0340567896264972	chr20	24949268	24959928	+	NA	CST7
MSTRG.19897	3216.29212005202	0.186026830492095	0.154512133508191	10.0615957357883	0.0180497405658465	0.0340839908201057	chr3	184710363	184712064	-	NA	MAGEF1
MSTRG.11460	5887.93977913653	0.106813348805317	0.155705842292727	10.0601901347192	0.018061365627718	0.0341032535342482	chr17	4163820	4263995	-	NA	ANKFY1
MSTRG.22035	2959.80243091871	-0.271459084933997	0.113568097411454	10.0584680877442	0.0180756178969225	0.0341274734810144	chr5	134371468	134392108	+	NA	UBE2B
ENSG00000213269.2	3.82293313268005	-1.99464996159871	1.19459014700993	10.057171045904	0.0180863599726319	0.0341450627487105	chrX	74376124	74376885	-	NA	AC004386.1
MSTRG.27830	11586.5142675544	0.00609620042684803	0.108697518235854	10.0564345204727	0.0180924626555343	0.0341538912691702	chrX	71533103	71575892	+	NA	OGT
ENSG00000255491.3	13.9533968109937	1.48206392514568	0.746256880336955	10.0558071420462	0.0180976625675608	0.0341610143341329	chr8	124811041	124857516	-	NA	AC100858.3
MSTRG.18000	868.873271213104	-0.487946861982882	0.198111185532124	10.0527735026188	0.0181228270710782	0.0342058183214345	chr22	26512536	26514568	+	NA	Z95115.1
ENSG00000231769.3	2.58600293844333	-5.13214638879953	1.66996431690202	10.0507905408031	0.0181392946301389	0.0342342015458154	chr6	46096003	46129857	-	NA	AL035701.1
MSTRG.15423	486.421625192194	-0.431948360327258	0.176714007808589	10.050463138474	0.0181420149659401	0.0342366372743638	chr2	63622177	63622831	-	NA	PRELID1P6
MSTRG.27220	3.22730022895246	-1.13465831027769	1.27297318550658	10.04965241186	0.0181487528954019	0.0342466538087702	chr9	129480604	129482538	-	NA	AL353803.4
MSTRG.21336	8061.64902035619	0.166599090174697	0.130462205667911	10.0453363278563	0.0181846651958747	0.0343117163959038	chr5	36876768	37066413	+	NA	NIPBL
ENSG00000248830.1	6.48676545393368	1.69863568803551	0.922347952222838	10.0442668510425	0.0181935746515956	0.0343258224556499	chr19	34542461	34545395	-	NA	ZNF807P
MSTRG.9172	6791.8300017439	0.167017359126818	0.0826618381183205	10.0420418405377	0.0182121242264878	0.0343581128754019	chr15	45023146	45077185	+	NA	SORD
MSTRG.24777	1148.22186365119	-0.675307754093811	0.213876797552826	10.0373883642279	0.0182509796735916	0.0344287032664113	chr7	108569866	108574850	+	NA	DNAJB9
MSTRG.4433	1.45769963293667	-4.97552860553302	2.23307642877041	10.0371674564427	0.0182528262269308	0.0344294743465998	chr11	5440569	5441514	-	NA	OR51I1
MSTRG.18283	189.94160063465	-0.732968604832361	0.272482141926039	10.0361681683113	0.0182611815038834	0.0344405127644409	chr22	41922031	41926806	-	NA	TNFRSF13C
MSTRG.23388	499.021536167466	0.250424130115377	0.228087762483499	10.0361235360677	0.0182615547719914	0.0344405127644409	chr6	109440723	109443919	+	NA	SMPD2
MSTRG.21518	2750.48354068178	-0.11158932800821	0.152816663328032	10.035587118301	0.0182660415245769	0.0344462616433704	chr5	69189573	69210357	+	NA	CENPH
ENSG00000001626.16	1.87047150183376	-5.09767582905666	2.11655614983341	10.0354111530018	0.0182675135850051	0.0344463249316113	chr7	117287119	117715971	+	NA	CFTR
ENSG00000142675.18	23.9614867965455	-1.3055236906056	0.49225815450774	10.0306973179411	0.0183069912140641	0.0345180481584235	chr1	26177483	26189884	+	NA	CNKSR1
ENSG00000250081.1	5.42863267676228	3.15602679480748	1.09377498138846	10.0279854544029	0.018329740633642	0.0345582213379413	chr5	65486443	65487048	-	NA	AC025176.1
MSTRG.23598	16741.28202871	-0.395336609494027	0.144726573185912	10.0277788101618	0.0183314752803861	0.0345587708285407	chr6	136256626	136289851	-	NA	BCLAF1
MSTRG.20709	5528.07611792371	0.160574461674854	0.11794440877512	10.0272717989265	0.0183357320003465	0.0345640745084072	chr4	107989713	108035174	+	NA	HADH
ENSG00000257588.1	2.209446465212	-0.114653992474181	2.47279660623583	10.0243734344317	0.0183600844910129	0.0346072562359725	chr12	49951511	49962924	-	NA	AC025154.2
MSTRG.9031	5406.08659273783	0.425212391230676	0.15331947335315	10.0225134295706	0.0183757292739969	0.0346328513679495	chr15	42158700	42208307	-	NA	VPS39
ENSG00000120500.18	24.2877293500088	0.664242948594906	0.445436124146276	10.0224151860563	0.0183765559793354	0.0346328513679495	chrX	70268304	70281840	+	NA	ARR3
ENSG00000232648.4	32.4326727575085	0.176809551176684	0.438914279339498	10.020317932676	0.0183942127940489	0.0346633996668211	chr4	183494883	183504494	-	NA	AC107214.1
ENSG00000106633.17	16.6135492938874	2.06844811232159	0.745153182185175	10.0193368482464	0.0184024782858597	0.0346762468549888	chr7	44143212	44198170	-	NA	GCK
MSTRG.22961	37.6603379267993	0.610246328874985	0.413475367716873	10.0158165059696	0.0184321667138747	0.034729456615819	chr6	41080623	41101056	-	NA	AL031778.1
MSTRG.16534	41.4779615495096	0.325873202379497	0.348341956313388	10.015288741423	0.0184366216155083	0.0347351173253314	chr2	210028416	210029156	+	NA	AC007038.1
MSTRG.24747	34.4714613031692	-0.321008000841813	0.362808191888682	10.0072199411361	0.018504862909551	0.0348609430597207	chr7	105102837	105105483	-	NA	AC005070.3
ENSG00000196395.7	2.13143817221917	3.01974637565551	1.65127116083694	9.99699967707701	0.0185916565323224	0.0350216966113115	chrX	52824268	52829267	-	NA	AC244505.1
MSTRG.27664	3897.62816649647	0.409588906107736	0.15483452380155	9.99134461881724	0.0186398528400876	0.0351090871330448	chrX	47635520	47650604	-	NA	ELK1
ENSG00000267289.1	2.26702392112926	0.771597543430943	2.01719504279334	9.99121240605656	0.018640981116242	0.0351090871330448	chr19	9834078	9835013	-	NA	AC008752.3
MSTRG.23168	9654.27713359856	-1.10793030979213	0.454537015507717	9.9901908450596	0.0186497011682289	0.0351220284226092	chr6	73373107	73373263	-	NA	RPL39P3
MSTRG.3946	5141.1757140435	-0.369898398631879	0.150161132669502	9.99006382877724	0.0186507856603148	0.0351220284226092	chr10	96129714	96205288	+	NA	ZNF518A
ENSG00000274363.1	9.11610166181472	2.1294058405286	0.840171251597436	9.98733090574244	0.0186741349593545	0.0351632331317687	chr17	4267690	4268430	+	NA	AC087742.1
MSTRG.20704	12.1048748724498	0.624702460159081	0.875406823086538	9.98678652082177	0.0186787894558801	0.0351692319791244	chr4	107863472	107989679	-	NA	CYP2U1-AS1
MSTRG.8220	263.28825492967	-0.045843968613479	0.189093835565641	9.9864054803467	0.0186820480340886	0.0351726017945032	chr14	50664255	50665125	-	NA	SAV1
MSTRG.25413	19.7917569692314	0.845289743626676	0.449188194810564	9.98520991218294	0.0186922759093333	0.0351890911104477	chr8	28690214	28702030	-	NA	EXTL3-AS1
MSTRG.943	1981.5772175691	-0.309557783914685	0.12691662960235	9.98388989762321	0.0187035747939985	0.0352075939011939	chr1	27773218	27824443	+	NA	STX12
MSTRG.12776	3609.17677765683	-0.277185872657232	0.130285965597526	9.98267191302867	0.0187140062902843	0.0352244611403198	chr17	75012669	75021261	+	NA	MRPL58
MSTRG.14139	13442.7390065296	0.244681992655246	0.202774270950864	9.98224013525373	0.018717705647502	0.0352286551469844	chr19	18531750	18544077	-	NA	FKBP8
MSTRG.5784	1.53636824449695	4.99235439244724	2.44798705589133	9.97915019117818	0.0187442004506644	0.0352757485060994	chr12	1529890	1647212	+	NA	WNT5B
MSTRG.18370	2627.48886719911	-0.525741337011623	0.205382415652932	9.97457497434559	0.0187834984674632	0.0353469276465126	chr22	49960767	49964072	+	NA	PIM3
ENSG00000232202.1	33.3374251299727	-0.951345370473986	0.451491034585721	9.97287034342156	0.0187981607885359	0.0353717396072827	chr2	42826321	42827617	-	NA	CHORDC1P1
MSTRG.2898	1020.30449432267	-0.266697562836908	0.188288350582657	9.97186760140718	0.0188067910915195	0.0353851983560561	chr1	222557901	222589933	-	NA	TAF1A
ENSG00000196090.12	1.78778189014641	3.55778730400501	2.00024469008411	9.97056820464724	0.0188179804064711	0.0354034694227967	chr20	42072751	43189970	-	NA	PTPRT
MSTRG.17499	28.2239030091107	-0.951660090710982	0.45002078978692	9.96273087052496	0.0188856078222463	0.0355279098838487	chr21	9082600	9083101	-	NA	SOWAHCP2
MSTRG.9992	15.935441343062	1.63188188408102	0.639979101781566	9.96070646538735	0.0189031149509164	0.0355580511087701	chr16	382096	392960	+	NA	Z97634.1
MSTRG.8679	5359.78011327298	0.29469631549931	0.129160340425003	9.95866770960271	0.0189207623034773	0.0355884513486033	chr14	92794304	92839947	+	NA	GOLGA5
MSTRG.1199	552.415591187421	0.446228679858821	0.173643113113046	9.9510813350679	0.0189865718517278	0.035709428963358	chr1	42807051	42817397	-	NA	SVBP
MSTRG.4992	6865.2125437252	-0.186502212165144	0.151648665157235	9.94817652206137	0.0190118297522303	0.0357541251273783	chr11	65525076	65538704	+	NA	SCYL1
MSTRG.15398	2306.09570844801	0.609123009398533	0.208171270250857	9.94620828081366	0.0190289627470081	0.0357835355693307	chr2	61177417	61191203	+	NA	AHSA2P
MSTRG.11709	11.0745282324822	1.26459737591485	0.678100923664871	9.94600420874413	0.0190307400057231	0.0357840675443303	chr17	17028359	17035057	+	NA	AC104024.3
MSTRG.9144	22872.8097071258	-0.119917123787748	0.113347258652662	9.94449288905321	0.0190439071305407	0.035806014458851	chr15	43746409	43773278	+	NA	PDIA3
MSTRG.16388	11.8896122578141	-1.96224473501941	0.66596340327335	9.94388106936272	0.0190492400545086	0.0358132293589749	chr2	178548883	178550681	+	NA	AC009948.1
MSTRG.3857	27.0558902846943	0.788714469009628	0.405509627711419	9.94364872202124	0.0190512656936751	0.0358142258047373	chr10	87203716	87206615	+	NA	AL157893.2
MSTRG.21316	138.009064970835	-0.141962421009203	0.21697861671841	9.94334975259233	0.0190538724656638	0.0358158173263187	chr5	33424024	33440619	-	NA	AC034231.1
MSTRG.25906	796.480231820881	-0.515720970401968	0.191645082572478	9.94320855910908	0.019055103680669	0.0358158173263187	chr8	94895766	95116455	+	NA	NDUFAF6
MSTRG.21698	68438.5927596408	-0.157129054898167	0.258083174455334	9.93775080074437	0.0191027556014073	0.0359025653897889	chr5	82273319	82278396	-	NA	RPS23
MSTRG.5078	5128.41099439881	0.176755045418468	0.19131841312017	9.93709876407056	0.0191084563861702	0.035910461201007	chr11	67350771	67374177	-	NA	POLD4
MSTRG.27199	2148.07573150156	-0.480478967649716	0.173792720849083	9.93140637206443	0.0191582962726064	0.0360012997366266	chr9	129094793	129111189	-	NA	NA
MSTRG.18898	2.49660691398754	2.21453036853149	1.42763701537738	9.93079294861829	0.019163674736009	0.0360085809187439	chr3	49903844	49916937	+	NA	AC105935.1
MSTRG.161	99.851957631958	0.422478052153124	0.403777397384724	9.92997683737519	0.0191708326551626	0.0360192042966281	GL000258.2	235165	378594	-	NA	NA
MSTRG.17787	188.326502242826	-0.580605478445081	0.287503091200161	9.92776200580786	0.0191902716626473	0.0360528985747491	chr21	46286341	46297751	+	NA	YBEY
MSTRG.5817	16005.6489450775	0.19787291147695	0.127429648045048	9.92634770583879	0.0192026947415335	0.0360734077257991	chr12	6328756	6342114	-	NA	TNFRSF1A
MSTRG.18214	5309.16992646249	0.320817687385157	0.121543836985295	9.92570377707946	0.0192083535694142	0.0360812076069338	chr22	38705741	38738990	+	NA	GTPBP1
ENSG00000181800.6	1.74116651643955	-4.99708377110158	2.07094868851563	9.92277336003509	0.0192341266957306	0.036126786246448	chr10	11316832	11319884	-	NA	CELF2-AS1
MSTRG.12093	4.69770785502127	-3.40911264592424	1.35702930200221	9.91984671035651	0.0192599006021018	0.0361706891700597	chr17	37642946	37684252	+	NA	AC243571.2
MSTRG.20790	4183.08834177463	-0.357670581152569	0.211086837598319	9.91977620804664	0.0192605219079358	0.0361706891700597	chr4	121801317	121817021	+	NA	EXOSC9
MSTRG.18640	5433.00224068614	0.0901993224505497	0.109596339101925	9.91951483306508	0.0192628254624887	0.0361721783661193	chr3	31657889	32077580	-	NA	OSBPL10
MSTRG.17938	2.52582971284792	-2.47431339437595	1.49409284067399	9.91733869284459	0.0192820147720023	0.0362053733027811	chr22	23765833	23768207	-	NA	CHCHD10
MSTRG.27656	28451.7715541233	0.2555706176477	0.102175019350347	9.90996170697318	0.0193472052579352	0.0363249315592375	chrX	47190860	47215128	+	NA	NA
ENSG00000089356.18	4.62096572218493	-3.22877035103602	1.44133926359308	9.90824384232731	0.0193624171017183	0.0363506420946881	chr19	35115878	35124324	+	NA	FXYD3
MSTRG.15422	22266.4742820632	-0.457156235894661	0.175245310079155	9.90763597269245	0.0193678026557092	0.0363579023513336	chr2	63588608	63607197	+	NA	MDH1
MSTRG.21998	28.8717552780225	0.311276982652504	0.583036151542038	9.90660916620074	0.0193769032155894	0.0363721348593325	chr5	134005146	134005562	+	NA	AC008608.2
MSTRG.15434	14.8918894148918	1.30741214351569	0.641896463087656	9.9057410267645	0.0193846007911901	0.0363837318189245	chr2	64522186	64524093	-	NA	AC008074.2
MSTRG.11376	17.3904082713665	0.482513545567349	0.526717346151977	9.90223215718758	0.0194157436871345	0.0364393289703051	chr16	89492016	89504460	-	NA	AC092123.1
MSTRG.4061	3774.23371230275	-0.189618867551202	0.169632631751767	9.90018010669991	0.0194339793930588	0.0364706951838704	chr10	102673730	102714397	-	NA	ARL3
MSTRG.12451	20.8326891202131	1.17432957251875	0.56619084010797	9.89895212011302	0.0194449000384792	0.0364883297799094	chr17	50098459	50098899	-	NA	AC002401.3
MSTRG.12291	10.3684298685472	2.39344154099521	0.836723359486998	9.89597166813721	0.0194714306708871	0.0365352514374756	chr17	44351361	44352064	-	NA	NA
MSTRG.27705	76.2951277487684	-0.273616902590446	0.263384685775522	9.89501381284413	0.0194799646138988	0.0365484002698754	chrX	49632499	49633349	-	NA	VDAC1P2
MSTRG.8358	10.9930047312077	0.25264471207512	0.713152491981664	9.89464929395096	0.0194832132340981	0.0365516314716165	chr14	64746282	64879907	-	NA	SPTB
MSTRG.14595	568.282638233486	1.48225824448754	0.495038344291969	9.89403426998052	0.0194886955814086	0.0365590524396717	chr19	45764784	45769252	-	NA	SIX5
MSTRG.21582	5572.73716234047	-0.44415209267323	0.144062337813122	9.89276076247717	0.0195000524953563	0.0365774915442427	chr5	74640022	74722647	+	NA	HEXB
MSTRG.25127	2839.87173933199	0.198734742050327	0.221062239395235	9.89247267086895	0.0195026225469373	0.0365794469733657	chr7	151081084	151083493	-	NA	TMUB1
ENSG00000258875.6	6.33837356920652	3.14994994091347	1.14599190244765	9.89068031533535	0.0195186195434832	0.0366065839276511	chr14	91242758	91252211	+	NA	AL135818.1
MSTRG.2055	216.828964016295	0.284890635904967	0.209406359884095	9.88950308258907	0.0195291335063488	0.0366234341720595	chr1	149175747	149259987	+	NA	AC245297.3
